model_col,series_code,unit,freq,description,tags
google_mobility_united_states_idaho_retail,google_mobility.united_states.idaho.retail,index,daily,Google Mobility United States Idaho Retail,"google,mobility"
google_mobility_united_states_idaho_transit,google_mobility.united_states.idaho.transit,index,daily,Google Mobility United States Idaho Transit,"google,mobility"
google_mobility_united_states_idaho_work,google_mobility.united_states.idaho.work,index,daily,Google Mobility United States Idaho Work,"google,mobility"
google_mobility_united_states_illinois_grocery,google_mobility.united_states.illinois.grocery,index,daily,Google Mobility United States Illinois Grocery,"google,mobility"
google_mobility_united_states_illinois_parks,google_mobility.united_states.illinois.parks,index,daily,Google Mobility United States Illinois Parks,"google,mobility"
google_mobility_united_states_illinois_residential,google_mobility.united_states.illinois.residential,index,daily,Google Mobility United States Illinois Residential,"google,mobility"
google_mobility_united_states_illinois_retail,google_mobility.united_states.illinois.retail,index,daily,Google Mobility United States Illinois Retail,"google,mobility"
google_mobility_united_states_illinois_transit,google_mobility.united_states.illinois.transit,index,daily,Google Mobility United States Illinois Transit,"google,mobility"
google_mobility_united_states_illinois_work,google_mobility.united_states.illinois.work,index,daily,Google Mobility United States Illinois Work,"google,mobility"
google_mobility_united_states_indiana_grocery,google_mobility.united_states.indiana.grocery,index,daily,Google Mobility United States Indiana Grocery,"google,mobility"
google_mobility_united_states_indiana_parks,google_mobility.united_states.indiana.parks,index,daily,Google Mobility United States Indiana Parks,"google,mobility"
google_mobility_united_states_indiana_residential,google_mobility.united_states.indiana.residential,index,daily,Google Mobility United States Indiana Residential,"google,mobility"
google_mobility_united_states_indiana_retail,google_mobility.united_states.indiana.retail,index,daily,Google Mobility United States Indiana Retail,"google,mobility"
google_mobility_united_states_indiana_transit,google_mobility.united_states.indiana.transit,index,daily,Google Mobility United States Indiana Transit,"google,mobility"
google_mobility_united_states_indiana_work,google_mobility.united_states.indiana.work,index,daily,Google Mobility United States Indiana Work,"google,mobility"
google_mobility_united_states_iowa_grocery,google_mobility.united_states.iowa.grocery,index,daily,Google Mobility United States Iowa Grocery,"google,mobility"
google_mobility_united_states_iowa_parks,google_mobility.united_states.iowa.parks,index,daily,Google Mobility United States Iowa Parks,"google,mobility"
google_mobility_united_states_iowa_residential,google_mobility.united_states.iowa.residential,index,daily,Google Mobility United States Iowa Residential,"google,mobility"
google_mobility_united_states_iowa_retail,google_mobility.united_states.iowa.retail,index,daily,Google Mobility United States Iowa Retail,"google,mobility"
google_mobility_united_states_iowa_transit,google_mobility.united_states.iowa.transit,index,daily,Google Mobility United States Iowa Transit,"google,mobility"
google_mobility_united_states_iowa_work,google_mobility.united_states.iowa.work,index,daily,Google Mobility United States Iowa Work,"google,mobility"
google_mobility_united_states_kansas_grocery,google_mobility.united_states.kansas.grocery,index,daily,Google Mobility United States Kansas Grocery,"google,mobility"
google_mobility_united_states_kansas_parks,google_mobility.united_states.kansas.parks,index,daily,Google Mobility United States Kansas Parks,"google,mobility"
google_mobility_united_states_kansas_residential,google_mobility.united_states.kansas.residential,index,daily,Google Mobility United States Kansas Residential,"google,mobility"
google_mobility_united_states_kansas_retail,google_mobility.united_states.kansas.retail,index,daily,Google Mobility United States Kansas Retail,"google,mobility"
google_mobility_united_states_kansas_transit,google_mobility.united_states.kansas.transit,index,daily,Google Mobility United States Kansas Transit,"google,mobility"
google_mobility_united_states_kansas_work,google_mobility.united_states.kansas.work,index,daily,Google Mobility United States Kansas Work,"google,mobility"
google_mobility_united_states_kentucky_grocery,google_mobility.united_states.kentucky.grocery,index,daily,Google Mobility United States Kentucky Grocery,"google,mobility"
google_mobility_united_states_kentucky_parks,google_mobility.united_states.kentucky.parks,index,daily,Google Mobility United States Kentucky Parks,"google,mobility"
google_mobility_united_states_kentucky_residential,google_mobility.united_states.kentucky.residential,index,daily,Google Mobility United States Kentucky Residential,"google,mobility"
google_mobility_united_states_kentucky_retail,google_mobility.united_states.kentucky.retail,index,daily,Google Mobility United States Kentucky Retail,"google,mobility"
google_mobility_united_states_kentucky_transit,google_mobility.united_states.kentucky.transit,index,daily,Google Mobility United States Kentucky Transit,"google,mobility"
google_mobility_united_states_kentucky_work,google_mobility.united_states.kentucky.work,index,daily,Google Mobility United States Kentucky Work,"google,mobility"
google_mobility_united_states_louisiana_grocery,google_mobility.united_states.louisiana.grocery,index,daily,Google Mobility United States Louisiana Grocery,"google,mobility"
google_mobility_united_states_louisiana_parks,google_mobility.united_states.louisiana.parks,index,daily,Google Mobility United States Louisiana Parks,"google,mobility"
google_mobility_united_states_louisiana_residential,google_mobility.united_states.louisiana.residential,index,daily,Google Mobility United States Louisiana Residential,"google,mobility"
google_mobility_united_states_louisiana_retail,google_mobility.united_states.louisiana.retail,index,daily,Google Mobility United States Louisiana Retail,"google,mobility"
google_mobility_united_states_louisiana_transit,google_mobility.united_states.louisiana.transit,index,daily,Google Mobility United States Louisiana Transit,"google,mobility"
google_mobility_united_states_louisiana_work,google_mobility.united_states.louisiana.work,index,daily,Google Mobility United States Louisiana Work,"google,mobility"
google_mobility_united_states_maine_grocery,google_mobility.united_states.maine.grocery,index,daily,Google Mobility United States Maine Grocery,"google,mobility"
google_mobility_united_states_maine_parks,google_mobility.united_states.maine.parks,index,daily,Google Mobility United States Maine Parks,"google,mobility"
google_mobility_united_states_maine_residential,google_mobility.united_states.maine.residential,index,daily,Google Mobility United States Maine Residential,"google,mobility"
google_mobility_united_states_maine_retail,google_mobility.united_states.maine.retail,index,daily,Google Mobility United States Maine Retail,"google,mobility"
google_mobility_united_states_maine_transit,google_mobility.united_states.maine.transit,index,daily,Google Mobility United States Maine Transit,"google,mobility"
google_mobility_united_states_maine_work,google_mobility.united_states.maine.work,index,daily,Google Mobility United States Maine Work,"google,mobility"
google_mobility_united_states_maryland_grocery,google_mobility.united_states.maryland.grocery,index,daily,Google Mobility United States Maryland Grocery,"google,mobility"
google_mobility_united_states_maryland_parks,google_mobility.united_states.maryland.parks,index,daily,Google Mobility United States Maryland Parks,"google,mobility"
google_mobility_united_states_maryland_residential,google_mobility.united_states.maryland.residential,index,daily,Google Mobility United States Maryland Residential,"google,mobility"
google_mobility_united_states_maryland_retail,google_mobility.united_states.maryland.retail,index,daily,Google Mobility United States Maryland Retail,"google,mobility"
google_mobility_united_states_maryland_transit,google_mobility.united_states.maryland.transit,index,daily,Google Mobility United States Maryland Transit,"google,mobility"
google_mobility_united_states_maryland_work,google_mobility.united_states.maryland.work,index,daily,Google Mobility United States Maryland Work,"google,mobility"
google_mobility_united_states_massachusetts_grocery,google_mobility.united_states.massachusetts.grocery,index,daily,Google Mobility United States Massachusetts Grocery,"google,mobility"
google_mobility_united_states_massachusetts_parks,google_mobility.united_states.massachusetts.parks,index,daily,Google Mobility United States Massachusetts Parks,"google,mobility"
google_mobility_united_states_massachusetts_residential,google_mobility.united_states.massachusetts.residential,index,daily,Google Mobility United States Massachusetts Residential,"google,mobility"
google_mobility_united_states_massachusetts_retail,google_mobility.united_states.massachusetts.retail,index,daily,Google Mobility United States Massachusetts Retail,"google,mobility"
google_mobility_united_states_massachusetts_transit,google_mobility.united_states.massachusetts.transit,index,daily,Google Mobility United States Massachusetts Transit,"google,mobility"
google_mobility_united_states_massachusetts_work,google_mobility.united_states.massachusetts.work,index,daily,Google Mobility United States Massachusetts Work,"google,mobility"
google_mobility_united_states_michigan_grocery,google_mobility.united_states.michigan.grocery,index,daily,Google Mobility United States Michigan Grocery,"google,mobility"
google_mobility_united_states_michigan_parks,google_mobility.united_states.michigan.parks,index,daily,Google Mobility United States Michigan Parks,"google,mobility"
google_mobility_united_states_michigan_residential,google_mobility.united_states.michigan.residential,index,daily,Google Mobility United States Michigan Residential,"google,mobility"
google_mobility_united_states_michigan_retail,google_mobility.united_states.michigan.retail,index,daily,Google Mobility United States Michigan Retail,"google,mobility"
google_mobility_united_states_michigan_transit,google_mobility.united_states.michigan.transit,index,daily,Google Mobility United States Michigan Transit,"google,mobility"
google_mobility_united_states_michigan_work,google_mobility.united_states.michigan.work,index,daily,Google Mobility United States Michigan Work,"google,mobility"
google_mobility_united_states_minnesota_grocery,google_mobility.united_states.minnesota.grocery,index,daily,Google Mobility United States Minnesota Grocery,"google,mobility"
google_mobility_united_states_minnesota_parks,google_mobility.united_states.minnesota.parks,index,daily,Google Mobility United States Minnesota Parks,"google,mobility"
google_mobility_united_states_minnesota_residential,google_mobility.united_states.minnesota.residential,index,daily,Google Mobility United States Minnesota Residential,"google,mobility"
google_mobility_united_states_minnesota_retail,google_mobility.united_states.minnesota.retail,index,daily,Google Mobility United States Minnesota Retail,"google,mobility"
google_mobility_united_states_minnesota_transit,google_mobility.united_states.minnesota.transit,index,daily,Google Mobility United States Minnesota Transit,"google,mobility"
google_mobility_united_states_minnesota_work,google_mobility.united_states.minnesota.work,index,daily,Google Mobility United States Minnesota Work,"google,mobility"
google_mobility_united_states_mississippi_grocery,google_mobility.united_states.mississippi.grocery,index,daily,Google Mobility United States Mississippi Grocery,"google,mobility"
google_mobility_united_states_mississippi_parks,google_mobility.united_states.mississippi.parks,index,daily,Google Mobility United States Mississippi Parks,"google,mobility"
google_mobility_united_states_mississippi_residential,google_mobility.united_states.mississippi.residential,index,daily,Google Mobility United States Mississippi Residential,"google,mobility"
google_mobility_united_states_mississippi_retail,google_mobility.united_states.mississippi.retail,index,daily,Google Mobility United States Mississippi Retail,"google,mobility"
google_mobility_united_states_mississippi_transit,google_mobility.united_states.mississippi.transit,index,daily,Google Mobility United States Mississippi Transit,"google,mobility"
google_mobility_united_states_mississippi_work,google_mobility.united_states.mississippi.work,index,daily,Google Mobility United States Mississippi Work,"google,mobility"
google_mobility_united_states_missouri_grocery,google_mobility.united_states.missouri.grocery,index,daily,Google Mobility United States Missouri Grocery,"google,mobility"
google_mobility_united_states_missouri_parks,google_mobility.united_states.missouri.parks,index,daily,Google Mobility United States Missouri Parks,"google,mobility"
google_mobility_united_states_missouri_residential,google_mobility.united_states.missouri.residential,index,daily,Google Mobility United States Missouri Residential,"google,mobility"
google_mobility_united_states_missouri_retail,google_mobility.united_states.missouri.retail,index,daily,Google Mobility United States Missouri Retail,"google,mobility"
google_mobility_united_states_missouri_transit,google_mobility.united_states.missouri.transit,index,daily,Google Mobility United States Missouri Transit,"google,mobility"
google_mobility_united_states_missouri_work,google_mobility.united_states.missouri.work,index,daily,Google Mobility United States Missouri Work,"google,mobility"
google_mobility_united_states_montana_grocery,google_mobility.united_states.montana.grocery,index,daily,Google Mobility United States Montana Grocery,"google,mobility"
google_mobility_united_states_montana_parks,google_mobility.united_states.montana.parks,index,daily,Google Mobility United States Montana Parks,"google,mobility"
google_mobility_united_states_montana_residential,google_mobility.united_states.montana.residential,index,daily,Google Mobility United States Montana Residential,"google,mobility"
google_mobility_united_states_montana_retail,google_mobility.united_states.montana.retail,index,daily,Google Mobility United States Montana Retail,"google,mobility"
google_mobility_united_states_montana_transit,google_mobility.united_states.montana.transit,index,daily,Google Mobility United States Montana Transit,"google,mobility"
google_mobility_united_states_montana_work,google_mobility.united_states.montana.work,index,daily,Google Mobility United States Montana Work,"google,mobility"
google_mobility_united_states_nebraska_grocery,google_mobility.united_states.nebraska.grocery,index,daily,Google Mobility United States Nebraska Grocery,"google,mobility"
google_mobility_united_states_nebraska_parks,google_mobility.united_states.nebraska.parks,index,daily,Google Mobility United States Nebraska Parks,"google,mobility"
google_mobility_united_states_nebraska_residential,google_mobility.united_states.nebraska.residential,index,daily,Google Mobility United States Nebraska Residential,"google,mobility"
google_mobility_united_states_nebraska_retail,google_mobility.united_states.nebraska.retail,index,daily,Google Mobility United States Nebraska Retail,"google,mobility"
google_mobility_united_states_nebraska_transit,google_mobility.united_states.nebraska.transit,index,daily,Google Mobility United States Nebraska Transit,"google,mobility"
google_mobility_united_states_nebraska_work,google_mobility.united_states.nebraska.work,index,daily,Google Mobility United States Nebraska Work,"google,mobility"
google_mobility_united_states_nevada_grocery,google_mobility.united_states.nevada.grocery,index,daily,Google Mobility United States Nevada Grocery,"google,mobility"
google_mobility_united_states_nevada_parks,google_mobility.united_states.nevada.parks,index,daily,Google Mobility United States Nevada Parks,"google,mobility"
google_mobility_united_states_nevada_residential,google_mobility.united_states.nevada.residential,index,daily,Google Mobility United States Nevada Residential,"google,mobility"
google_mobility_united_states_nevada_retail,google_mobility.united_states.nevada.retail,index,daily,Google Mobility United States Nevada Retail,"google,mobility"
google_mobility_united_states_nevada_transit,google_mobility.united_states.nevada.transit,index,daily,Google Mobility United States Nevada Transit,"google,mobility"
google_mobility_united_states_nevada_work,google_mobility.united_states.nevada.work,index,daily,Google Mobility United States Nevada Work,"google,mobility"
google_mobility_united_states_new_hampshire_grocery,google_mobility.united_states.new_hampshire.grocery,index,daily,Google Mobility United States New Hampshire Grocery,"google,mobility"
google_mobility_united_states_new_hampshire_parks,google_mobility.united_states.new_hampshire.parks,index,daily,Google Mobility United States New Hampshire Parks,"google,mobility"
google_mobility_united_states_new_hampshire_residential,google_mobility.united_states.new_hampshire.residential,index,daily,Google Mobility United States New Hampshire Residential,"google,mobility"
google_mobility_united_states_new_hampshire_retail,google_mobility.united_states.new_hampshire.retail,index,daily,Google Mobility United States New Hampshire Retail,"google,mobility"
google_mobility_united_states_new_hampshire_transit,google_mobility.united_states.new_hampshire.transit,index,daily,Google Mobility United States New Hampshire Transit,"google,mobility"
google_mobility_united_states_new_hampshire_work,google_mobility.united_states.new_hampshire.work,index,daily,Google Mobility United States New Hampshire Work,"google,mobility"
google_mobility_united_states_new_jersey_grocery,google_mobility.united_states.new_jersey.grocery,index,daily,Google Mobility United States New Jersey Grocery,"google,mobility"
google_mobility_united_states_new_jersey_parks,google_mobility.united_states.new_jersey.parks,index,daily,Google Mobility United States New Jersey Parks,"google,mobility"
google_mobility_united_states_new_jersey_residential,google_mobility.united_states.new_jersey.residential,index,daily,Google Mobility United States New Jersey Residential,"google,mobility"
google_mobility_united_states_new_jersey_retail,google_mobility.united_states.new_jersey.retail,index,daily,Google Mobility United States New Jersey Retail,"google,mobility"
google_mobility_united_states_new_jersey_transit,google_mobility.united_states.new_jersey.transit,index,daily,Google Mobility United States New Jersey Transit,"google,mobility"
google_mobility_united_states_new_jersey_work,google_mobility.united_states.new_jersey.work,index,daily,Google Mobility United States New Jersey Work,"google,mobility"
google_mobility_united_states_new_mexico_grocery,google_mobility.united_states.new_mexico.grocery,index,daily,Google Mobility United States New Mexico Grocery,"google,mobility"
google_mobility_united_states_new_mexico_parks,google_mobility.united_states.new_mexico.parks,index,daily,Google Mobility United States New Mexico Parks,"google,mobility"
google_mobility_united_states_new_mexico_residential,google_mobility.united_states.new_mexico.residential,index,daily,Google Mobility United States New Mexico Residential,"google,mobility"
google_mobility_united_states_new_mexico_retail,google_mobility.united_states.new_mexico.retail,index,daily,Google Mobility United States New Mexico Retail,"google,mobility"
google_mobility_united_states_new_mexico_transit,google_mobility.united_states.new_mexico.transit,index,daily,Google Mobility United States New Mexico Transit,"google,mobility"
google_mobility_united_states_new_mexico_work,google_mobility.united_states.new_mexico.work,index,daily,Google Mobility United States New Mexico Work,"google,mobility"
google_mobility_united_states_new_york_grocery,google_mobility.united_states.new_york.grocery,index,daily,Google Mobility United States New York Grocery,"google,mobility"
google_mobility_united_states_new_york_parks,google_mobility.united_states.new_york.parks,index,daily,Google Mobility United States New York Parks,"google,mobility"
google_mobility_united_states_new_york_residential,google_mobility.united_states.new_york.residential,index,daily,Google Mobility United States New York Residential,"google,mobility"
google_mobility_united_states_new_york_retail,google_mobility.united_states.new_york.retail,index,daily,Google Mobility United States New York Retail,"google,mobility"
google_mobility_united_states_new_york_transit,google_mobility.united_states.new_york.transit,index,daily,Google Mobility United States New York Transit,"google,mobility"
google_mobility_united_states_new_york_work,google_mobility.united_states.new_york.work,index,daily,Google Mobility United States New York Work,"google,mobility"
google_mobility_united_states_north_carolina_grocery,google_mobility.united_states.north_carolina.grocery,index,daily,Google Mobility United States North Carolina Grocery,"google,mobility"
google_mobility_united_states_north_carolina_parks,google_mobility.united_states.north_carolina.parks,index,daily,Google Mobility United States North Carolina Parks,"google,mobility"
google_mobility_united_states_north_carolina_residential,google_mobility.united_states.north_carolina.residential,index,daily,Google Mobility United States North Carolina Residential,"google,mobility"
google_mobility_united_states_north_carolina_retail,google_mobility.united_states.north_carolina.retail,index,daily,Google Mobility United States North Carolina Retail,"google,mobility"
google_mobility_united_states_north_carolina_transit,google_mobility.united_states.north_carolina.transit,index,daily,Google Mobility United States North Carolina Transit,"google,mobility"
google_mobility_united_states_north_carolina_work,google_mobility.united_states.north_carolina.work,index,daily,Google Mobility United States North Carolina Work,"google,mobility"
google_mobility_united_states_north_dakota_grocery,google_mobility.united_states.north_dakota.grocery,index,daily,Google Mobility United States North Dakota Grocery,"google,mobility"
google_mobility_united_states_north_dakota_parks,google_mobility.united_states.north_dakota.parks,index,daily,Google Mobility United States North Dakota Parks,"google,mobility"
google_mobility_united_states_north_dakota_residential,google_mobility.united_states.north_dakota.residential,index,daily,Google Mobility United States North Dakota Residential,"google,mobility"
google_mobility_united_states_north_dakota_retail,google_mobility.united_states.north_dakota.retail,index,daily,Google Mobility United States North Dakota Retail,"google,mobility"
google_mobility_united_states_north_dakota_transit,google_mobility.united_states.north_dakota.transit,index,daily,Google Mobility United States North Dakota Transit,"google,mobility"
google_mobility_united_states_north_dakota_work,google_mobility.united_states.north_dakota.work,index,daily,Google Mobility United States North Dakota Work,"google,mobility"
google_mobility_united_states_ohio_grocery,google_mobility.united_states.ohio.grocery,index,daily,Google Mobility United States Ohio Grocery,"google,mobility"
google_mobility_united_states_ohio_parks,google_mobility.united_states.ohio.parks,index,daily,Google Mobility United States Ohio Parks,"google,mobility"
google_mobility_united_states_ohio_residential,google_mobility.united_states.ohio.residential,index,daily,Google Mobility United States Ohio Residential,"google,mobility"
google_mobility_united_states_ohio_retail,google_mobility.united_states.ohio.retail,index,daily,Google Mobility United States Ohio Retail,"google,mobility"
google_mobility_united_states_ohio_transit,google_mobility.united_states.ohio.transit,index,daily,Google Mobility United States Ohio Transit,"google,mobility"
google_mobility_united_states_ohio_work,google_mobility.united_states.ohio.work,index,daily,Google Mobility United States Ohio Work,"google,mobility"
google_mobility_united_states_oklahoma_grocery,google_mobility.united_states.oklahoma.grocery,index,daily,Google Mobility United States Oklahoma Grocery,"google,mobility"
google_mobility_united_states_oklahoma_parks,google_mobility.united_states.oklahoma.parks,index,daily,Google Mobility United States Oklahoma Parks,"google,mobility"
google_mobility_united_states_oklahoma_residential,google_mobility.united_states.oklahoma.residential,index,daily,Google Mobility United States Oklahoma Residential,"google,mobility"
google_mobility_united_states_oklahoma_retail,google_mobility.united_states.oklahoma.retail,index,daily,Google Mobility United States Oklahoma Retail,"google,mobility"
google_mobility_united_states_oklahoma_transit,google_mobility.united_states.oklahoma.transit,index,daily,Google Mobility United States Oklahoma Transit,"google,mobility"
google_mobility_united_states_oklahoma_work,google_mobility.united_states.oklahoma.work,index,daily,Google Mobility United States Oklahoma Work,"google,mobility"
google_mobility_united_states_oregon_grocery,google_mobility.united_states.oregon.grocery,index,daily,Google Mobility United States Oregon Grocery,"google,mobility"
google_mobility_united_states_oregon_parks,google_mobility.united_states.oregon.parks,index,daily,Google Mobility United States Oregon Parks,"google,mobility"
google_mobility_united_states_oregon_residential,google_mobility.united_states.oregon.residential,index,daily,Google Mobility United States Oregon Residential,"google,mobility"
google_mobility_united_states_oregon_retail,google_mobility.united_states.oregon.retail,index,daily,Google Mobility United States Oregon Retail,"google,mobility"
google_mobility_united_states_oregon_transit,google_mobility.united_states.oregon.transit,index,daily,Google Mobility United States Oregon Transit,"google,mobility"
google_mobility_united_states_oregon_work,google_mobility.united_states.oregon.work,index,daily,Google Mobility United States Oregon Work,"google,mobility"
google_mobility_united_states_parks,google_mobility.united_states.parks,index,daily,Google Mobility United States Parks,"google,mobility"
google_mobility_united_states_pennsylvania_grocery,google_mobility.united_states.pennsylvania.grocery,index,daily,Google Mobility United States Pennsylvania Grocery,"google,mobility"
google_mobility_united_states_pennsylvania_parks,google_mobility.united_states.pennsylvania.parks,index,daily,Google Mobility United States Pennsylvania Parks,"google,mobility"
google_mobility_united_states_pennsylvania_residential,google_mobility.united_states.pennsylvania.residential,index,daily,Google Mobility United States Pennsylvania Residential,"google,mobility"
google_mobility_united_states_pennsylvania_retail,google_mobility.united_states.pennsylvania.retail,index,daily,Google Mobility United States Pennsylvania Retail,"google,mobility"
google_mobility_united_states_pennsylvania_transit,google_mobility.united_states.pennsylvania.transit,index,daily,Google Mobility United States Pennsylvania Transit,"google,mobility"
google_mobility_united_states_pennsylvania_work,google_mobility.united_states.pennsylvania.work,index,daily,Google Mobility United States Pennsylvania Work,"google,mobility"
google_mobility_united_states_residential,google_mobility.united_states.residential,index,daily,Google Mobility United States Residential,"google,mobility"
google_mobility_united_states_retail,google_mobility.united_states.retail,index,daily,Google Mobility United States Retail,"google,mobility"
google_mobility_united_states_rhode_island_grocery,google_mobility.united_states.rhode_island.grocery,index,daily,Google Mobility United States Rhode Island Grocery,"google,mobility"
google_mobility_united_states_rhode_island_parks,google_mobility.united_states.rhode_island.parks,index,daily,Google Mobility United States Rhode Island Parks,"google,mobility"
google_mobility_united_states_rhode_island_residential,google_mobility.united_states.rhode_island.residential,index,daily,Google Mobility United States Rhode Island Residential,"google,mobility"
google_mobility_united_states_rhode_island_retail,google_mobility.united_states.rhode_island.retail,index,daily,Google Mobility United States Rhode Island Retail,"google,mobility"
google_mobility_united_states_rhode_island_transit,google_mobility.united_states.rhode_island.transit,index,daily,Google Mobility United States Rhode Island Transit,"google,mobility"
google_mobility_united_states_rhode_island_work,google_mobility.united_states.rhode_island.work,index,daily,Google Mobility United States Rhode Island Work,"google,mobility"
google_mobility_united_states_south_carolina_grocery,google_mobility.united_states.south_carolina.grocery,index,daily,Google Mobility United States South Carolina Grocery,"google,mobility"
google_mobility_united_states_south_carolina_parks,google_mobility.united_states.south_carolina.parks,index,daily,Google Mobility United States South Carolina Parks,"google,mobility"
google_mobility_united_states_south_carolina_residential,google_mobility.united_states.south_carolina.residential,index,daily,Google Mobility United States South Carolina Residential,"google,mobility"
google_mobility_united_states_south_carolina_retail,google_mobility.united_states.south_carolina.retail,index,daily,Google Mobility United States South Carolina Retail,"google,mobility"
google_mobility_united_states_south_carolina_transit,google_mobility.united_states.south_carolina.transit,index,daily,Google Mobility United States South Carolina Transit,"google,mobility"
google_mobility_united_states_south_carolina_work,google_mobility.united_states.south_carolina.work,index,daily,Google Mobility United States South Carolina Work,"google,mobility"
google_mobility_united_states_south_dakota_grocery,google_mobility.united_states.south_dakota.grocery,index,daily,Google Mobility United States South Dakota Grocery,"google,mobility"
google_mobility_united_states_south_dakota_parks,google_mobility.united_states.south_dakota.parks,index,daily,Google Mobility United States South Dakota Parks,"google,mobility"
google_mobility_united_states_south_dakota_residential,google_mobility.united_states.south_dakota.residential,index,daily,Google Mobility United States South Dakota Residential,"google,mobility"
google_mobility_united_states_south_dakota_retail,google_mobility.united_states.south_dakota.retail,index,daily,Google Mobility United States South Dakota Retail,"google,mobility"
google_mobility_united_states_south_dakota_transit,google_mobility.united_states.south_dakota.transit,index,daily,Google Mobility United States South Dakota Transit,"google,mobility"
google_mobility_united_states_south_dakota_work,google_mobility.united_states.south_dakota.work,index,daily,Google Mobility United States South Dakota Work,"google,mobility"
google_mobility_united_states_tennessee_grocery,google_mobility.united_states.tennessee.grocery,index,daily,Google Mobility United States Tennessee Grocery,"google,mobility"
google_mobility_united_states_tennessee_parks,google_mobility.united_states.tennessee.parks,index,daily,Google Mobility United States Tennessee Parks,"google,mobility"
google_mobility_united_states_tennessee_residential,google_mobility.united_states.tennessee.residential,index,daily,Google Mobility United States Tennessee Residential,"google,mobility"
google_mobility_united_states_tennessee_retail,google_mobility.united_states.tennessee.retail,index,daily,Google Mobility United States Tennessee Retail,"google,mobility"
google_mobility_united_states_tennessee_transit,google_mobility.united_states.tennessee.transit,index,daily,Google Mobility United States Tennessee Transit,"google,mobility"
google_mobility_united_states_tennessee_work,google_mobility.united_states.tennessee.work,index,daily,Google Mobility United States Tennessee Work,"google,mobility"
google_mobility_united_states_texas_grocery,google_mobility.united_states.texas.grocery,index,daily,Google Mobility United States Texas Grocery,"google,mobility"
google_mobility_united_states_texas_parks,google_mobility.united_states.texas.parks,index,daily,Google Mobility United States Texas Parks,"google,mobility"
google_mobility_united_states_texas_residential,google_mobility.united_states.texas.residential,index,daily,Google Mobility United States Texas Residential,"google,mobility"
google_mobility_united_states_texas_retail,google_mobility.united_states.texas.retail,index,daily,Google Mobility United States Texas Retail,"google,mobility"
google_mobility_united_states_texas_transit,google_mobility.united_states.texas.transit,index,daily,Google Mobility United States Texas Transit,"google,mobility"
google_mobility_united_states_texas_work,google_mobility.united_states.texas.work,index,daily,Google Mobility United States Texas Work,"google,mobility"
google_mobility_united_states_transit,google_mobility.united_states.transit,index,daily,Google Mobility United States Transit,"google,mobility"
google_mobility_united_states_utah_grocery,google_mobility.united_states.utah.grocery,index,daily,Google Mobility United States Utah Grocery,"google,mobility"
google_mobility_united_states_utah_parks,google_mobility.united_states.utah.parks,index,daily,Google Mobility United States Utah Parks,"google,mobility"
google_mobility_united_states_utah_residential,google_mobility.united_states.utah.residential,index,daily,Google Mobility United States Utah Residential,"google,mobility"
google_mobility_united_states_utah_retail,google_mobility.united_states.utah.retail,index,daily,Google Mobility United States Utah Retail,"google,mobility"
google_mobility_united_states_utah_transit,google_mobility.united_states.utah.transit,index,daily,Google Mobility United States Utah Transit,"google,mobility"
google_mobility_united_states_utah_work,google_mobility.united_states.utah.work,index,daily,Google Mobility United States Utah Work,"google,mobility"
google_mobility_united_states_vermont_grocery,google_mobility.united_states.vermont.grocery,index,daily,Google Mobility United States Vermont Grocery,"google,mobility"
google_mobility_united_states_vermont_parks,google_mobility.united_states.vermont.parks,index,daily,Google Mobility United States Vermont Parks,"google,mobility"
google_mobility_united_states_vermont_residential,google_mobility.united_states.vermont.residential,index,daily,Google Mobility United States Vermont Residential,"google,mobility"
google_mobility_united_states_vermont_retail,google_mobility.united_states.vermont.retail,index,daily,Google Mobility United States Vermont Retail,"google,mobility"
google_mobility_united_states_vermont_transit,google_mobility.united_states.vermont.transit,index,daily,Google Mobility United States Vermont Transit,"google,mobility"
google_mobility_united_states_vermont_work,google_mobility.united_states.vermont.work,index,daily,Google Mobility United States Vermont Work,"google,mobility"
google_mobility_united_states_virginia_grocery,google_mobility.united_states.virginia.grocery,index,daily,Google Mobility United States Virginia Grocery,"google,mobility"
google_mobility_united_states_virginia_parks,google_mobility.united_states.virginia.parks,index,daily,Google Mobility United States Virginia Parks,"google,mobility"
google_mobility_united_states_virginia_residential,google_mobility.united_states.virginia.residential,index,daily,Google Mobility United States Virginia Residential,"google,mobility"
google_mobility_united_states_virginia_retail,google_mobility.united_states.virginia.retail,index,daily,Google Mobility United States Virginia Retail,"google,mobility"
google_mobility_united_states_virginia_transit,google_mobility.united_states.virginia.transit,index,daily,Google Mobility United States Virginia Transit,"google,mobility"
google_mobility_united_states_virginia_work,google_mobility.united_states.virginia.work,index,daily,Google Mobility United States Virginia Work,"google,mobility"
google_mobility_united_states_washington_grocery,google_mobility.united_states.washington.grocery,index,daily,Google Mobility United States Washington Grocery,"google,mobility"
google_mobility_united_states_washington_parks,google_mobility.united_states.washington.parks,index,daily,Google Mobility United States Washington Parks,"google,mobility"
google_mobility_united_states_washington_residential,google_mobility.united_states.washington.residential,index,daily,Google Mobility United States Washington Residential,"google,mobility"
google_mobility_united_states_washington_retail,google_mobility.united_states.washington.retail,index,daily,Google Mobility United States Washington Retail,"google,mobility"
google_mobility_united_states_washington_transit,google_mobility.united_states.washington.transit,index,daily,Google Mobility United States Washington Transit,"google,mobility"
